# Renewables.ninja Wind power (Point API) - 55.788, 12.538 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Paris, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Paris"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""55.78759154008641"""," ""lon"": ""12.537795731694663"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""500000"""," ""height"": ""80"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity,MW,,,,,,,,,,
20/11/2019 07.00,20/11/2019 08.00,64913.882,,,,,,,,,,,
20/11/2019 08.00,20/11/2019 09.00,78331.678,,,,,,,,,,,
20/11/2019 09.00,20/11/2019 10.00,86025.238,,,,,,,,,,,
20/11/2019 10.00,20/11/2019 11.00,90965.924,,,,,,,,,,,
20/11/2019 11.00,20/11/2019 12.00,109505.115,,,,,,,,,,,
20/11/2019 12.00,20/11/2019 13.00,143386.107,,,,,,,,,,,
20/11/2019 13.00,20/11/2019 14.00,191847.946,,,,,,,,,,,
20/11/2019 14.00,20/11/2019 15.00,238662.233,,,,,,,,,,,
20/11/2019 15.00,20/11/2019 16.00,278219.558,,,,,,,,,,,
20/11/2019 16.00,20/11/2019 17.00,329956.936,,,,,,,,,,,
20/11/2019 17.00,20/11/2019 18.00,367989.848,,,,,,,,,,,
20/11/2019 18.00,20/11/2019 19.00,366563.988,,,,,,,,,,,
20/11/2019 19.00,20/11/2019 20.00,354101.276,,,,,,,,,,,
20/11/2019 20.00,20/11/2019 21.00,345091.227,,,,,,,,,,,
20/11/2019 21.00,20/11/2019 22.00,342884.991,,,,,,,,,,,
20/11/2019 22.00,20/11/2019 23.00,321567.051,,,,,,,,,,,
20/11/2019 23.00,21/11/2019 00.00,280379.526,,,,,,,,,,,
21/11/2019 00.00,21/11/2019 01.00,241717.693,,,,,,,,,,,
21/11/2019 01.00,21/11/2019 02.00,202601.853,,,,,,,,,,,
21/11/2019 02.00,21/11/2019 03.00,173496.308,,,,,,,,,,,
21/11/2019 03.00,21/11/2019 04.00,155155.194,,,,,,,,,,,
21/11/2019 04.00,21/11/2019 05.00,144462.475,,,,,,,,,,,
21/11/2019 05.00,21/11/2019 06.00,146892.529,,,,,,,,,,,
21/11/2019 06.00,21/11/2019 07.00,166706.059,,,,,,,,,,,
21/11/2019 07.00,21/11/2019 08.00,191324.594,,,,,,,,,,,
21/11/2019 08.00,21/11/2019 09.00,218886.723,,,,,,,,,,,
21/11/2019 09.00,21/11/2019 10.00,228251.609,,,,,,,,,,,
21/11/2019 10.00,21/11/2019 11.00,222265.9,,,,,,,,,,,
21/11/2019 11.00,21/11/2019 12.00,247374.157,,,,,,,,,,,
21/11/2019 12.00,21/11/2019 13.00,259261.742,,,,,,,,,,,
21/11/2019 13.00,21/11/2019 14.00,279927.49,,,,,,,,,,,
21/11/2019 14.00,21/11/2019 15.00,318204.61,,,,,,,,,,,
21/11/2019 15.00,21/11/2019 16.00,348740.478,,,,,,,,,,,
21/11/2019 16.00,21/11/2019 17.00,364733.328,,,,,,,,,,,
21/11/2019 17.00,21/11/2019 18.00,371922.832,,,,,,,,,,,
21/11/2019 18.00,21/11/2019 19.00,385948.129,,,,,,,,,,,
21/11/2019 19.00,21/11/2019 20.00,387788.849,,,,,,,,,,,
21/11/2019 20.00,21/11/2019 21.00,387442.224,,,,,,,,,,,
21/11/2019 21.00,21/11/2019 22.00,381748.848,,,,,,,,,,,
21/11/2019 22.00,21/11/2019 23.00,386547.755,,,,,,,,,,,
21/11/2019 23.00,22/11/2019 00.00,388944.973,,,,,,,,,,,
22/11/2019 00.00,22/11/2019 01.00,392334.265,,,,,,,,,,,
22/11/2019 01.00,22/11/2019 02.00,393830.266,,,,,,,,,,,
22/11/2019 02.00,22/11/2019 03.00,395820.954,,,,,,,,,,,
22/11/2019 03.00,22/11/2019 04.00,402997.704,,,,,,,,,,,
22/11/2019 04.00,22/11/2019 05.00,402302.827,,,,,,,,,,,
22/11/2019 05.00,22/11/2019 06.00,393956.786,,,,,,,,,,,
22/11/2019 06.00,22/11/2019 07.00,373935.179,,,,,,,,,,,
22/11/2019 07.00,22/11/2019 08.00,365200.979,,,,,,,,,,,
22/11/2019 08.00,22/11/2019 09.00,330510.514,,,,,,,,,,,
22/11/2019 09.00,22/11/2019 10.00,271057.614,,,,,,,,,,,
22/11/2019 10.00,22/11/2019 11.00,209776.111,,,,,,,,,,,
22/11/2019 11.00,22/11/2019 12.00,180428.668,,,,,,,,,,,
22/11/2019 12.00,22/11/2019 13.00,182519.558,,,,,,,,,,,
22/11/2019 13.00,22/11/2019 14.00,182140.473,,,,,,,,,,,
22/11/2019 14.00,22/11/2019 15.00,200393.686,,,,,,,,,,,
22/11/2019 15.00,22/11/2019 16.00,231902.558,,,,,,,,,,,
22/11/2019 16.00,22/11/2019 17.00,252809.848,,,,,,,,,,,
22/11/2019 17.00,22/11/2019 18.00,269018.109,,,,,,,,,,,
22/11/2019 18.00,22/11/2019 19.00,265501.877,,,,,,,,,,,
22/11/2019 19.00,22/11/2019 20.00,265371.768,,,,,,,,,,,
22/11/2019 20.00,22/11/2019 21.00,277102.299,,,,,,,,,,,
22/11/2019 21.00,22/11/2019 22.00,284705.536,,,,,,,,,,,
22/11/2019 22.00,22/11/2019 23.00,286095.739,,,,,,,,,,,
22/11/2019 23.00,23/11/2019 00.00,306620.649,,,,,,,,,,,
23/11/2019 00.00,23/11/2019 01.00,345110.467,,,,,,,,,,,
23/11/2019 01.00,23/11/2019 02.00,372949.859,,,,,,,,,,,
23/11/2019 02.00,23/11/2019 03.00,385265.073,,,,,,,,,,,
23/11/2019 03.00,23/11/2019 04.00,375321.213,,,,,,,,,,,
23/11/2019 04.00,23/11/2019 05.00,363775.052,,,,,,,,,,,
23/11/2019 05.00,23/11/2019 06.00,376380.694,,,,,,,,,,,
23/11/2019 06.00,23/11/2019 07.00,379376.981,,,,,,,,,,,
23/11/2019 07.00,23/11/2019 08.00,377847.759,,,,,,,,,,,
23/11/2019 08.00,23/11/2019 09.00,392767.339,,,,,,,,,,,
23/11/2019 09.00,23/11/2019 10.00,401941.849,,,,,,,,,,,
23/11/2019 10.00,23/11/2019 11.00,408210.268,,,,,,,,,,,
23/11/2019 11.00,23/11/2019 12.00,411527.021,,,,,,,,,,,
23/11/2019 12.00,23/11/2019 13.00,413136.097,,,,,,,,,,,
23/11/2019 13.00,23/11/2019 14.00,410205.044,,,,,,,,,,,
23/11/2019 14.00,23/11/2019 15.00,415536.597,,,,,,,,,,,
23/11/2019 15.00,23/11/2019 16.00,427274.963,,,,,,,,,,,
23/11/2019 16.00,23/11/2019 17.00,433311.019,,,,,,,,,,,
23/11/2019 17.00,23/11/2019 18.00,436542.437,,,,,,,,,,,
23/11/2019 18.00,23/11/2019 19.00,432987.924,,,,,,,,,,,
23/11/2019 19.00,23/11/2019 20.00,426093.274,,,,,,,,,,,
23/11/2019 20.00,23/11/2019 21.00,419124.883,,,,,,,,,,,
23/11/2019 21.00,23/11/2019 22.00,417437.757,,,,,,,,,,,
23/11/2019 22.00,23/11/2019 23.00,419463.112,,,,,,,,,,,
23/11/2019 23.00,24/11/2019 00.00,417569.03,,,,,,,,,,,
24/11/2019 00.00,24/11/2019 01.00,417912.846,,,,,,,,,,,
24/11/2019 01.00,24/11/2019 02.00,424292.871,,,,,,,,,,,
24/11/2019 02.00,24/11/2019 03.00,430746.119,,,,,,,,,,,
24/11/2019 03.00,24/11/2019 04.00,430950.647,,,,,,,,,,,
24/11/2019 04.00,24/11/2019 05.00,432917.472,,,,,,,,,,,
24/11/2019 05.00,24/11/2019 06.00,432497.308,,,,,,,,,,,
24/11/2019 06.00,24/11/2019 07.00,433568.978,,,,,,,,,,,
24/11/2019 07.00,24/11/2019 08.00,431383.961,,,,,,,,,,,
24/11/2019 08.00,24/11/2019 09.00,429318.682,,,,,,,,,,,
24/11/2019 09.00,24/11/2019 10.00,420502.038,,,,,,,,,,,
24/11/2019 10.00,24/11/2019 11.00,415064.158,,,,,,,,,,,
24/11/2019 11.00,24/11/2019 12.00,409413.065,,,,,,,,,,,
24/11/2019 12.00,24/11/2019 13.00,404572.855,,,,,,,,,,,
24/11/2019 13.00,24/11/2019 14.00,396724.648,,,,,,,,,,,
24/11/2019 14.00,24/11/2019 15.00,392343.514,,,,,,,,,,,
24/11/2019 15.00,24/11/2019 16.00,393191.393,,,,,,,,,,,
24/11/2019 16.00,24/11/2019 17.00,390472.053,,,,,,,,,,,
24/11/2019 17.00,24/11/2019 18.00,382693.682,,,,,,,,,,,
24/11/2019 18.00,24/11/2019 19.00,376025.879,,,,,,,,,,,
24/11/2019 19.00,24/11/2019 20.00,362137.604,,,,,,,,,,,
24/11/2019 20.00,24/11/2019 21.00,349461.163,,,,,,,,,,,
24/11/2019 21.00,24/11/2019 22.00,339799.488,,,,,,,,,,,
24/11/2019 22.00,24/11/2019 23.00,328337.939,,,,,,,,,,,
24/11/2019 23.00,25/11/2019 00.00,324084.032,,,,,,,,,,,
25/11/2019 00.00,25/11/2019 01.00,330843.446,,,,,,,,,,,
25/11/2019 01.00,25/11/2019 02.00,325471.816,,,,,,,,,,,
25/11/2019 02.00,25/11/2019 03.00,306383.687,,,,,,,,,,,
25/11/2019 03.00,25/11/2019 04.00,286171.335,,,,,,,,,,,
25/11/2019 04.00,25/11/2019 05.00,283689.658,,,,,,,,,,,
25/11/2019 05.00,25/11/2019 06.00,283177.914,,,,,,,,,,,
25/11/2019 06.00,25/11/2019 07.00,291490.214,,,,,,,,,,,
25/11/2019 07.00,25/11/2019 08.00,291491.196,,,,,,,,,,,
25/11/2019 08.00,25/11/2019 09.00,288857.579,,,,,,,,,,,
25/11/2019 09.00,25/11/2019 10.00,296372.939,,,,,,,,,,,
25/11/2019 10.00,25/11/2019 11.00,277416.57,,,,,,,,,,,
25/11/2019 11.00,25/11/2019 12.00,251345.198,,,,,,,,,,,
25/11/2019 12.00,25/11/2019 13.00,231532.188,,,,,,,,,,,
25/11/2019 13.00,25/11/2019 14.00,222092.27,,,,,,,,,,,
25/11/2019 14.00,25/11/2019 15.00,214374.44,,,,,,,,,,,
25/11/2019 15.00,25/11/2019 16.00,218293.037,,,,,,,,,,,
25/11/2019 16.00,25/11/2019 17.00,237975.55,,,,,,,,,,,
25/11/2019 17.00,25/11/2019 18.00,244386.391,,,,,,,,,,,
25/11/2019 18.00,25/11/2019 19.00,232951.195,,,,,,,,,,,
25/11/2019 19.00,25/11/2019 20.00,214853.42,,,,,,,,,,,
25/11/2019 20.00,25/11/2019 21.00,188458.489,,,,,,,,,,,
25/11/2019 21.00,25/11/2019 22.00,173229.224,,,,,,,,,,,
25/11/2019 22.00,25/11/2019 23.00,164283.403,,,,,,,,,,,
25/11/2019 23.00,26/11/2019 00.00,160023.442,,,,,,,,,,,
26/11/2019 00.00,26/11/2019 01.00,159920.491,,,,,,,,,,,
26/11/2019 01.00,26/11/2019 02.00,164345.823,,,,,,,,,,,
26/11/2019 02.00,26/11/2019 03.00,167091.621,,,,,,,,,,,
26/11/2019 03.00,26/11/2019 04.00,169435.062,,,,,,,,,,,
26/11/2019 04.00,26/11/2019 05.00,179808.314,,,,,,,,,,,
26/11/2019 05.00,26/11/2019 06.00,189370.232,,,,,,,,,,,
26/11/2019 06.00,26/11/2019 07.00,198898.166,,,,,,,,,,,
26/11/2019 07.00,26/11/2019 08.00,210408.943,,,,,,,,,,,
26/11/2019 08.00,26/11/2019 09.00,211680.345,,,,,,,,,,,
26/11/2019 09.00,26/11/2019 10.00,197549.471,,,,,,,,,,,
26/11/2019 10.00,26/11/2019 11.00,189855.232,,,,,,,,,,,
26/11/2019 11.00,26/11/2019 12.00,195517.383,,,,,,,,,,,
26/11/2019 12.00,26/11/2019 13.00,172833.197,,,,,,,,,,,
26/11/2019 13.00,26/11/2019 14.00,152461.109,,,,,,,,,,,
26/11/2019 14.00,26/11/2019 15.00,148385.613,,,,,,,,,,,
26/11/2019 15.00,26/11/2019 16.00,149606.939,,,,,,,,,,,
26/11/2019 16.00,26/11/2019 17.00,155139.071,,,,,,,,,,,
26/11/2019 17.00,26/11/2019 18.00,159052.963,,,,,,,,,,,
26/11/2019 18.00,26/11/2019 19.00,161135.916,,,,,,,,,,,
26/11/2019 19.00,26/11/2019 20.00,161316.944,,,,,,,,,,,
26/11/2019 20.00,26/11/2019 21.00,171533.064,,,,,,,,,,,
26/11/2019 21.00,26/11/2019 22.00,177514.57,,,,,,,,,,,
26/11/2019 22.00,26/11/2019 23.00,182140.883,,,,,,,,,,,
26/11/2019 23.00,27/11/2019 00.00,178111.669,,,,,,,,,,,
27/11/2019 00.00,27/11/2019 01.00,187800.52,,,,,,,,,,,
27/11/2019 01.00,27/11/2019 02.00,192831.476,,,,,,,,,,,
27/11/2019 02.00,27/11/2019 03.00,204999.939,,,,,,,,,,,
27/11/2019 03.00,27/11/2019 04.00,228327.839,,,,,,,,,,,
27/11/2019 04.00,27/11/2019 05.00,245981.835,,,,,,,,,,,
27/11/2019 05.00,27/11/2019 06.00,245546.867,,,,,,,,,,,
27/11/2019 06.00,27/11/2019 07.00,243619.165,,,,,,,,,,,
27/11/2019 07.00,27/11/2019 08.00,257894.902,,,,,,,,,,,
27/11/2019 08.00,27/11/2019 09.00,262674.147,,,,,,,,,,,
27/11/2019 09.00,27/11/2019 10.00,249043.892,,,,,,,,,,,
27/11/2019 10.00,27/11/2019 11.00,246921.122,,,,,,,,,,,
27/11/2019 11.00,27/11/2019 12.00,250480.474,,,,,,,,,,,
27/11/2019 12.00,27/11/2019 13.00,266168.088,,,,,,,,,,,
27/11/2019 13.00,27/11/2019 14.00,288860.367,,,,,,,,,,,
27/11/2019 14.00,27/11/2019 15.00,316473.447,,,,,,,,,,,
27/11/2019 15.00,27/11/2019 16.00,337206.161,,,,,,,,,,,
27/11/2019 16.00,27/11/2019 17.00,350174.176,,,,,,,,,,,
27/11/2019 17.00,27/11/2019 18.00,343515.645,,,,,,,,,,,
27/11/2019 18.00,27/11/2019 19.00,339464.899,,,,,,,,,,,
27/11/2019 19.00,27/11/2019 20.00,326213.368,,,,,,,,,,,
27/11/2019 20.00,27/11/2019 21.00,310876.961,,,,,,,,,,,
27/11/2019 21.00,27/11/2019 22.00,295378.628,,,,,,,,,,,
27/11/2019 22.00,27/11/2019 23.00,284497.892,,,,,,,,,,,
27/11/2019 23.00,28/11/2019 00.00,276207.607,,,,,,,,,,,
28/11/2019 00.00,28/11/2019 01.00,261309.624,,,,,,,,,,,
28/11/2019 01.00,28/11/2019 02.00,259154.996,,,,,,,,,,,
28/11/2019 02.00,28/11/2019 03.00,261312.107,,,,,,,,,,,
28/11/2019 03.00,28/11/2019 04.00,274791.614,,,,,,,,,,,
28/11/2019 04.00,28/11/2019 05.00,302097.456,,,,,,,,,,,
28/11/2019 05.00,28/11/2019 06.00,341094.358,,,,,,,,,,,
28/11/2019 06.00,28/11/2019 07.00,366226.018,,,,,,,,,,,
28/11/2019 07.00,28/11/2019 08.00,379716.524,,,,,,,,,,,
28/11/2019 08.00,28/11/2019 09.00,350572.78,,,,,,,,,,,
28/11/2019 09.00,28/11/2019 10.00,341083.747,,,,,,,,,,,
28/11/2019 10.00,28/11/2019 11.00,333434.239,,,,,,,,,,,
28/11/2019 11.00,28/11/2019 12.00,347378.305,,,,,,,,,,,
28/11/2019 12.00,28/11/2019 13.00,356007.177,,,,,,,,,,,
28/11/2019 13.00,28/11/2019 14.00,335851.021,,,,,,,,,,,
28/11/2019 14.00,28/11/2019 15.00,299315.177,,,,,,,,,,,
28/11/2019 15.00,28/11/2019 16.00,262673.163,,,,,,,,,,,
28/11/2019 16.00,28/11/2019 17.00,212520.401,,,,,,,,,,,
28/11/2019 17.00,28/11/2019 18.00,178161.144,,,,,,,,,,,
28/11/2019 18.00,28/11/2019 19.00,169861.615,,,,,,,,,,,
28/11/2019 19.00,28/11/2019 20.00,206613.058,,,,,,,,,,,
28/11/2019 20.00,28/11/2019 21.00,272168,,,,,,,,,,,
28/11/2019 21.00,28/11/2019 22.00,317721.723,,,,,,,,,,,
28/11/2019 22.00,28/11/2019 23.00,346279.55,,,,,,,,,,,
28/11/2019 23.00,29/11/2019 00.00,348547.618,,,,,,,,,,,
29/11/2019 00.00,29/11/2019 01.00,347367.743,,,,,,,,,,,
29/11/2019 01.00,29/11/2019 02.00,349252.891,,,,,,,,,,,
29/11/2019 02.00,29/11/2019 03.00,350534.303,,,,,,,,,,,
29/11/2019 03.00,29/11/2019 04.00,375603.086,,,,,,,,,,,
29/11/2019 04.00,29/11/2019 05.00,390440.604,,,,,,,,,,,
29/11/2019 05.00,29/11/2019 06.00,404932.739,,,,,,,,,,,
29/11/2019 06.00,29/11/2019 07.00,436345.67,,,,,,,,,,,
29/11/2019 07.00,29/11/2019 08.00,469708.708,,,,,,,,,,,
29/11/2019 08.00,29/11/2019 09.00,487702.245,,,,,,,,,,,
29/11/2019 09.00,29/11/2019 10.00,492237.109,,,,,,,,,,,
29/11/2019 10.00,29/11/2019 11.00,490713.956,,,,,,,,,,,
29/11/2019 11.00,29/11/2019 12.00,486135.831,,,,,,,,,,,
29/11/2019 12.00,29/11/2019 13.00,480163.147,,,,,,,,,,,
29/11/2019 13.00,29/11/2019 14.00,474236.354,,,,,,,,,,,
29/11/2019 14.00,29/11/2019 15.00,465602.543,,,,,,,,,,,
29/11/2019 15.00,29/11/2019 16.00,453228.273,,,,,,,,,,,
29/11/2019 16.00,29/11/2019 17.00,437126.798,,,,,,,,,,,
29/11/2019 17.00,29/11/2019 18.00,416369.046,,,,,,,,,,,
29/11/2019 18.00,29/11/2019 19.00,395404.014,,,,,,,,,,,
29/11/2019 19.00,29/11/2019 20.00,370698.364,,,,,,,,,,,
29/11/2019 20.00,29/11/2019 21.00,350169.512,,,,,,,,,,,
29/11/2019 21.00,29/11/2019 22.00,328732.006,,,,,,,,,,,
29/11/2019 22.00,29/11/2019 23.00,302955.279,,,,,,,,,,,
29/11/2019 23.00,30/11/2019 00.00,278080.487,,,,,,,,,,,
30/11/2019 00.00,30/11/2019 01.00,253035.423,,,,,,,,,,,
30/11/2019 01.00,30/11/2019 02.00,236393.042,,,,,,,,,,,
30/11/2019 02.00,30/11/2019 03.00,229700.814,,,,,,,,,,,
30/11/2019 03.00,30/11/2019 04.00,226947.261,,,,,,,,,,,
30/11/2019 04.00,30/11/2019 05.00,228788.07,,,,,,,,,,,
30/11/2019 05.00,30/11/2019 06.00,231774.252,,,,,,,,,,,
30/11/2019 06.00,30/11/2019 07.00,231901.256,,,,,,,,,,,
30/11/2019 07.00,30/11/2019 08.00,229636.669,,,,,,,,,,,
30/11/2019 08.00,30/11/2019 09.00,222121.265,,,,,,,,,,,
30/11/2019 09.00,30/11/2019 10.00,206581.644,,,,,,,,,,,
30/11/2019 10.00,30/11/2019 11.00,193173.125,,,,,,,,,,,
30/11/2019 11.00,30/11/2019 12.00,202535.245,,,,,,,,,,,
30/11/2019 12.00,30/11/2019 13.00,206365.971,,,,,,,,,,,
30/11/2019 13.00,30/11/2019 14.00,206369.258,,,,,,,,,,,
30/11/2019 14.00,30/11/2019 15.00,199653.869,,,,,,,,,,,
30/11/2019 15.00,30/11/2019 16.00,185714.989,,,,,,,,,,,
30/11/2019 16.00,30/11/2019 17.00,171604.679,,,,,,,,,,,
30/11/2019 17.00,30/11/2019 18.00,158331.872,,,,,,,,,,,
30/11/2019 18.00,30/11/2019 19.00,145674.033,,,,,,,,,,,
30/11/2019 19.00,30/11/2019 20.00,130711.735,,,,,,,,,,,
30/11/2019 20.00,30/11/2019 21.00,116834.677,,,,,,,,,,,
30/11/2019 21.00,30/11/2019 22.00,101598.299,,,,,,,,,,,
30/11/2019 22.00,30/11/2019 23.00,92283.716,,,,,,,,,,,
30/11/2019 23.00,01/12/2019 00.00,100484.219,,,,,,,,,,,
01/12/2019 00.00,01/12/2019 01.00,123080.014,,,,,,,,,,,
01/12/2019 01.00,01/12/2019 02.00,147711.96,,,,,,,,,,,
01/12/2019 02.00,01/12/2019 03.00,171609.146,,,,,,,,,,,
01/12/2019 03.00,01/12/2019 04.00,183945.303,,,,,,,,,,,
01/12/2019 04.00,01/12/2019 05.00,189464.668,,,,,,,,,,,
01/12/2019 05.00,01/12/2019 06.00,193370.572,,,,,,,,,,,
01/12/2019 06.00,01/12/2019 07.00,206246.403,,,,,,,,,,,
01/12/2019 07.00,01/12/2019 08.00,225014.39,,,,,,,,,,,
01/12/2019 08.00,01/12/2019 09.00,239355.175,,,,,,,,,,,
01/12/2019 09.00,01/12/2019 10.00,244173.461,,,,,,,,,,,
01/12/2019 10.00,01/12/2019 11.00,245545.248,,,,,,,,,,,
01/12/2019 11.00,01/12/2019 12.00,244169.342,,,,,,,,,,,
01/12/2019 12.00,01/12/2019 13.00,253082.985,,,,,,,,,,,
01/12/2019 13.00,01/12/2019 14.00,287255.19,,,,,,,,,,,
01/12/2019 14.00,01/12/2019 15.00,317711.574,,,,,,,,,,,
01/12/2019 15.00,01/12/2019 16.00,324899.427,,,,,,,,,,,
01/12/2019 16.00,01/12/2019 17.00,322886.382,,,,,,,,,,,
01/12/2019 17.00,01/12/2019 18.00,322037.677,,,,,,,,,,,
01/12/2019 18.00,01/12/2019 19.00,322406.149,,,,,,,,,,,
01/12/2019 19.00,01/12/2019 20.00,323435.513,,,,,,,,,,,
01/12/2019 20.00,01/12/2019 21.00,322047.18,,,,,,,,,,,
01/12/2019 21.00,01/12/2019 22.00,317710.983,,,,,,,,,,,
01/12/2019 22.00,01/12/2019 23.00,316467.241,,,,,,,,,,,
01/12/2019 23.00,02/12/2019 00.00,308167.497,,,,,,,,,,,
02/12/2019 00.00,02/12/2019 01.00,322572.234,,,,,,,,,,,
02/12/2019 01.00,02/12/2019 02.00,319064.769,,,,,,,,,,,
02/12/2019 02.00,02/12/2019 03.00,318921.33,,,,,,,,,,,
02/12/2019 03.00,02/12/2019 04.00,302133.943,,,,,,,,,,,
02/12/2019 04.00,02/12/2019 05.00,297845.097,,,,,,,,,,,
02/12/2019 05.00,02/12/2019 06.00,324904.77,,,,,,,,,,,
02/12/2019 06.00,02/12/2019 07.00,339174.484,,,,,,,,,,,
02/12/2019 07.00,02/12/2019 08.00,328253.786,,,,,,,,,,,
02/12/2019 08.00,02/12/2019 09.00,328328.302,,,,,,,,,,,
02/12/2019 09.00,02/12/2019 10.00,314049.217,,,,,,,,,,,
02/12/2019 10.00,02/12/2019 11.00,309234.963,,,,,,,,,,,
02/12/2019 11.00,02/12/2019 12.00,303046.771,,,,,,,,,,,
02/12/2019 12.00,02/12/2019 13.00,295543.309,,,,,,,,,,,
02/12/2019 13.00,02/12/2019 14.00,286878.317,,,,,,,,,,,
02/12/2019 14.00,02/12/2019 15.00,282897.669,,,,,,,,,,,
02/12/2019 15.00,02/12/2019 16.00,282896.525,,,,,,,,,,,
02/12/2019 16.00,02/12/2019 17.00,269314.392,,,,,,,,,,,
02/12/2019 17.00,02/12/2019 18.00,231069.06,,,,,,,,,,,
02/12/2019 18.00,02/12/2019 19.00,189472.209,,,,,,,,,,,
02/12/2019 19.00,02/12/2019 20.00,146886.505,,,,,,,,,,,
02/12/2019 20.00,02/12/2019 21.00,120681.376,,,,,,,,,,,
02/12/2019 21.00,02/12/2019 22.00,121853.578,,,,,,,,,,,
02/12/2019 22.00,02/12/2019 23.00,111799.817,,,,,,,,,,,
02/12/2019 23.00,03/12/2019 00.00,101674.697,,,,,,,,,,,
03/12/2019 00.00,03/12/2019 01.00,100429.145,,,,,,,,,,,
03/12/2019 01.00,03/12/2019 02.00,121482.083,,,,,,,,,,,
03/12/2019 02.00,03/12/2019 03.00,145560.414,,,,,,,,,,,
03/12/2019 03.00,03/12/2019 04.00,143303.64,,,,,,,,,,,
03/12/2019 04.00,03/12/2019 05.00,148717.664,,,,,,,,,,,
03/12/2019 05.00,03/12/2019 06.00,162936.833,,,,,,,,,,,
03/12/2019 06.00,03/12/2019 07.00,194978.715,,,,,,,,,,,
03/12/2019 07.00,03/12/2019 08.00,218975.4,,,,,,,,,,,
03/12/2019 08.00,03/12/2019 09.00,244172.718,,,,,,,,,,,
03/12/2019 09.00,03/12/2019 10.00,237974.667,,,,,,,,,,,
03/12/2019 10.00,03/12/2019 11.00,250639.696,,,,,,,,,,,
03/12/2019 11.00,03/12/2019 12.00,308938.626,,,,,,,,,,,
03/12/2019 12.00,03/12/2019 13.00,348761.218,,,,,,,,,,,
03/12/2019 13.00,03/12/2019 14.00,369384.563,,,,,,,,,,,
03/12/2019 14.00,03/12/2019 15.00,392147.943,,,,,,,,,,,
03/12/2019 15.00,03/12/2019 16.00,443158.841,,,,,,,,,,,
03/12/2019 16.00,03/12/2019 17.00,457884.014,,,,,,,,,,,
03/12/2019 17.00,03/12/2019 18.00,445717.743,,,,,,,,,,,
03/12/2019 18.00,03/12/2019 19.00,427697.71,,,,,,,,,,,
03/12/2019 19.00,03/12/2019 20.00,428401.696,,,,,,,,,,,
03/12/2019 20.00,03/12/2019 21.00,430766.146,,,,,,,,,,,
03/12/2019 21.00,03/12/2019 22.00,427234.537,,,,,,,,,,,
03/12/2019 22.00,03/12/2019 23.00,421030.251,,,,,,,,,,,
03/12/2019 23.00,04/12/2019 00.00,412549.925,,,,,,,,,,,
04/12/2019 00.00,04/12/2019 01.00,398199.464,,,,,,,,,,,
04/12/2019 01.00,04/12/2019 02.00,389727.359,,,,,,,,,,,
04/12/2019 02.00,04/12/2019 03.00,382668.448,,,,,,,,,,,
04/12/2019 03.00,04/12/2019 04.00,376810.517,,,,,,,,,,,
04/12/2019 04.00,04/12/2019 05.00,367857.022,,,,,,,,,,,
04/12/2019 05.00,04/12/2019 06.00,351606.864,,,,,,,,,,,
04/12/2019 06.00,04/12/2019 07.00,336537.984,,,,,,,,,,,
04/12/2019 07.00,04/12/2019 08.00,328422.55,,,,,,,,,,,
04/12/2019 08.00,04/12/2019 09.00,313376.928,,,,,,,,,,,
04/12/2019 09.00,04/12/2019 10.00,295902.707,,,,,,,,,,,
04/12/2019 10.00,04/12/2019 11.00,282926.815,,,,,,,,,,,
04/12/2019 11.00,04/12/2019 12.00,283607.698,,,,,,,,,,,
04/12/2019 12.00,04/12/2019 13.00,288861.911,,,,,,,,,,,
04/12/2019 13.00,04/12/2019 14.00,291490.73,,,,,,,,,,,
04/12/2019 14.00,04/12/2019 15.00,298942.291,,,,,,,,,,,
04/12/2019 15.00,04/12/2019 16.00,302910.76,,,,,,,,,,,
04/12/2019 16.00,04/12/2019 17.00,288369.589,,,,,,,,,,,
04/12/2019 17.00,04/12/2019 18.00,294770.63,,,,,,,,,,,
04/12/2019 18.00,04/12/2019 19.00,302373.525,,,,,,,,,,,
04/12/2019 19.00,04/12/2019 20.00,308929.764,,,,,,,,,,,
04/12/2019 20.00,04/12/2019 21.00,306069.405,,,,,,,,,,,
04/12/2019 21.00,04/12/2019 22.00,305126.553,,,,,,,,,,,
04/12/2019 22.00,04/12/2019 23.00,317723.822,,,,,,,,,,,
04/12/2019 23.00,05/12/2019 00.00,321945.768,,,,,,,,,,,
05/12/2019 00.00,05/12/2019 01.00,308938.4,,,,,,,,,,,
05/12/2019 01.00,05/12/2019 02.00,306174.508,,,,,,,,,,,
05/12/2019 02.00,05/12/2019 03.00,290179.851,,,,,,,,,,,
05/12/2019 03.00,05/12/2019 04.00,295317.521,,,,,,,,,,,
